tournament,date,venue,club,group,round,cycle,court,point_cap,pair_a,pair_a_p1,pair_a_p2,pair_b,pair_b_p1,pair_b_p2,score_a,score_b
T15,2026-08-08,Tallink,Aliris,,7,1,C5,18,T15-06,P002,P099,T15-08,P016,P037,18,5
T15,2026-08-08,Tallink,Aliris,,7,1,C6,18,T15-09,P005,P040,T15-11,P004,P069,18,11
T15,2026-08-08,Tallink,Aliris,,7,1,C7,18,T15-10,P045,P090,T15-13,P064,P100,9,18
T15,2026-08-08,Tallink,Aliris,,7,1,C8,18,T15-12,P017,P035,T15-14,P055,P046,18,6
T15,2026-08-08,Tallink,Aliris,,8,1,C2,18,T15-01,P065,P104,T15-05,P023,P009,18,17
T15,2026-08-08,Tallink,Aliris,,8,1,C3,18,T15-02,P050,P105,T15-06,P002,P099,15,18
T15,2026-08-08,Tallink,Aliris,,8,1,C4,18,T15-03,P001,P043,T15-09,P005,P040,18,14
T15,2026-08-08,Tallink,Aliris,,8,1,C5,18,T15-04,P044,P094,T15-10,P045,P090,18,10
T15,2026-08-08,Tallink,Aliris,,8,1,C6,18,T15-07,P039,P003,T15-11,P004,P069,18,10
T15,2026-08-08,Tallink,Aliris,,8,1,C7,18,T15-08,P016,P037,T15-14,P055,P046,18,7
T15,2026-08-08,Tallink,Aliris,,8,1,C8,18,T15-12,P017,P035,T15-13,P064,P100,17,18
T15,2026-08-08,Tallink,Aliris,,9,1,C2,18,T15-01,P065,P104,T15-07,P039,P003,18,2
T15,2026-08-08,Tallink,Aliris,,9,1,C3,18,T15-02,P050,P105,T15-08,P016,P037,18,7
T15,2026-08-08,Tallink,Aliris,,9,1,C4,18,T15-03,P001,P043,T15-11,P004,P069,18,6
T15,2026-08-08,Tallink,Aliris,,9,1,C5,18,T15-04,P044,P094,T15-13,P064,P100,18,13
T15,2026-08-08,Tallink,Aliris,,9,1,C6,18,T15-05,P023,P009,T15-09,P005,P040,8,18
T15,2026-08-08,Tallink,Aliris,,9,1,C7,18,T15-06,P002,P099,T15-14,P055,P046,18,9
T15,2026-08-08,Tallink,Aliris,,9,1,C8,18,T15-10,P045,P090,T15-12,P017,P035,15,18
T15,2026-08-08,Tallink,Aliris,,10,1,C2,18,T15-01,P065,P104,T15-09,P005,P040,18,13
T15,2026-08-08,Tallink,Aliris,,10,1,C3,18,T15-02,P050,P105,T15-10,P045,P090,18,13
T15,2026-08-08,Tallink,Aliris,,10,1,C4,18,T15-03,P001,P043,T15-07,P039,P003,12,18
T15,2026-08-08,Tallink,Aliris,,10,1,C5,18,T15-04,P044,P094,T15-08,P016,P037,18,14
T15,2026-08-08,Tallink,Aliris,,10,1,C6,18,T15-06,P002,P099,T15-13,P064,P100,18,12
T15,2026-08-08,Tallink,Aliris,,10,1,C7,18,T15-05,P023,P009,T15-11,P004,P069,18,8
T15,2026-08-08,Tallink,Aliris,,10,1,C8,18,T15-12,P017,P035,T15-14,P055,P046,18,8
T15,2026-08-08,Tallink,Aliris,,11,1,C2,18,T15-01,P065,P104,T15-11,P004,P069,18,8
T15,2026-08-08,Tallink,Aliris,,11,1,C3,18,T15-02,P050,P105,T15-12,P017,P035,18,11
T15,2026-08-08,Tallink,Aliris,,11,1,C4,18,T15-03,P001,P043,T15-05,P023,P009,18,17
T15,2026-08-08,Tallink,Aliris,,11,1,C5,18,T15-04,P044,P094,T15-06,P002,P099,18,8
T15,2026-08-08,Tallink,Aliris,,11,1,C6,18,T15-07,P039,P003,T15-14,P055,P046,18,8
T15,2026-08-08,Tallink,Aliris,,11,1,C7,18,T15-08,P016,P037,T15-10,P045,P090,18,17
T15,2026-08-08,Tallink,Aliris,,11,1,C8,18,T15-09,P005,P040,T15-13,P064,P100,17,18
T16,2026-08-15,Tallink,Aliris,,1,1,C2,18,T16-01,P041,P014,T16-02,P043,P094,18,15
T16,2026-08-15,Tallink,Aliris,,1,1,C3,18,T16-03,P039,P036,T16-04,P002,P018,11,18
T16,2026-08-15,Tallink,Aliris,,1,1,C4,18,T16-05,P005,P040,T16-06,P023,P011,18,14
T16,2026-08-15,Tallink,Aliris,,1,1,C5,18,T16-07,P062,P054,T16-08,P061,P003,14,18
T16,2026-08-15,Tallink,Aliris,,1,1,C6,18,T16-09,P006,P012,T16-10,P056,P004,14,18
T16,2026-08-15,Tallink,Aliris,,1,1,C7,18,T16-11,P065,P057,T16-12,P035,P106,18,12
T16,2026-08-15,Tallink,Aliris,,1,1,C8,18,T16-13,P037,P013,T16-14,P090,P099,18,15
T16,2026-08-15,Tallink,Aliris,,2,1,C2,18,T16-01,P041,P014,T16-04,P002,P018,12,18
T16,2026-08-15,Tallink,Aliris,,2,1,C3,18,T16-03,P039,P036,T16-06,P023,P011,13,18
T16,2026-08-15,Tallink,Aliris,,2,1,C4,18,T16-05,P005,P040,T16-08,P061,P003,11,18
T16,2026-08-15,Tallink,Aliris,,2,1,C5,18,T16-07,P062,P054,T16-13,P037,P013,18,11
T16,2026-08-15,Tallink,Aliris,,2,1,C6,18,T16-09,P006,P012,T16-14,P090,P099,18,12
T16,2026-08-15,Tallink,Aliris,,2,1,C7,18,T16-11,P065,P057,T16-02,P043,P094,18,16
T16,2026-08-15,Tallink,Aliris,,2,1,C8,18,T16-12,P035,P106,T16-10,P056,P004,8,18
T16,2026-08-15,Tallink,Aliris,,3,1,C2,18,T16-01,P041,P014,T16-06,P023,P011,18,17
T16,2026-08-15,Tallink,Aliris,,3,1,C3,18,T16-03,P039,P036,T16-08,P061,P003,18,10
T16,2026-08-15,Tallink,Aliris,,3,1,C4,18,T16-05,P005,P040,T16-10,P056,P004,11,18
T16,2026-08-15,Tallink,Aliris,,3,1,C5,18,T16-07,P062,P054,T16-12,P035,P106,18,8
T16,2026-08-15,Tallink,Aliris,,3,1,C6,18,T16-09,P006,P012,T16-02,P043,P094,12,18
T16,2026-08-15,Tallink,Aliris,,3,1,C7,18,T16-11,P065,P057,T16-04,P002,P018,14,18
T16,2026-08-15,Tallink,Aliris,,3,1,C8,18,T16-13,P037,P013,T16-14,P090,P099,18,15
T16,2026-08-15,Tallink,Aliris,,4,1,C2,18,T16-01,P041,P014,T16-08,P061,P003,13,18
T16,2026-08-15,Tallink,Aliris,,4,1,C3,18,T16-03,P039,P036,T16-14,P090,P099,18,12
T16,2026-08-15,Tallink,Aliris,,4,1,C4,18,T16-05,P005,P040,T16-13,P037,P013,18,12
T16,2026-08-15,Tallink,Aliris,,4,1,C5,18,T16-07,P062,P054,T16-02,P043,P094,18,7
T16,2026-08-15,Tallink,Aliris,,4,1,C6,18,T16-09,P006,P012,T16-04,P002,P018,15,18
T16,2026-08-15,Tallink,Aliris,,4,1,C7,18,T16-11,P065,P057,T16-10,P056,P004,18,11
T16,2026-08-15,Tallink,Aliris,,4,1,C8,18,T16-06,P023,P011,T16-12,P035,P106,18,12
T16,2026-08-15,Tallink,Aliris,,5,1,C2,18,T16-01,P041,P014,T16-03,P039,P036,5,18
T16,2026-08-15,Tallink,Aliris,,5,1,C3,18,T16-02,P043,P094,T16-04,P002,P018,7,18
T16,2026-08-15,Tallink,Aliris,,5,1,C4,18,T16-05,P005,P040,T16-07,P062,P054,18,15
T16,2026-08-15,Tallink,Aliris,,5,1,C5,18,T16-06,P023,P011,T16-08,P061,P003,18,8
T16,2026-08-15,Tallink,Aliris,,5,1,C6,18,T16-09,P006,P012,T16-11,P065,P057,18,15
T16,2026-08-15,Tallink,Aliris,,5,1,C7,18,T16-10,P056,P004,T16-13,P037,P013,18,15
T16,2026-08-15,Tallink,Aliris,,5,1,C8,18,T16-12,P035,P106,T16-14,P090,P099,14,18
T16,2026-08-15,Tallink,Aliris,,6,1,C2,18,T16-01,P041,P014,T16-12,P035,P106,18,12
T16,2026-08-15,Tallink,Aliris,,6,1,C3,18,T16-03,P039,P036,T16-02,P043,P094,18,8
T16,2026-08-15,Tallink,Aliris,,6,1,C4,18,T16-05,P005,P040,T16-04,P002,P018,6,18
T16,2026-08-15,Tallink,Aliris,,6,1,C5,18,T16-07,P062,P054,T16-06,P023,P011,6,18
T16,2026-08-15,Tallink,Aliris,,6,1,C6,18,T16-09,P006,P012,T16-08,P061,P003,12,18
T16,2026-08-15,Tallink,Aliris,,6,1,C7,18,T16-11,P065,P057,T16-13,P037,P013,9,18
T16,2026-08-15,Tallink,Aliris,,6,1,C8,18,T16-10,P056,P004,T16-14,P090,P099,18,10
T16,2026-08-15,Tallink,Aliris,,7,1,C2,18,T16-01,P041,P014,T16-10,P056,P004,18,15
T16,2026-08-15,Tallink,Aliris,,7,1,C3,18,T16-03,P039,P036,T16-12,P035,P106,18,3
T16,2026-08-15,Tallink,Aliris,,7,1,C4,18,T16-05,P005,P040,T16-02,P043,P094,16,18
T16,2026-08-15,Tallink,Aliris,,7,1,C5,18,T16-07,P062,P054,T16-04,P002,P018,3,18
T16,2026-08-15,Tallink,Aliris,,7,1,C6,18,T16-09,P006,P012,T16-06,P023,P011,12,18
T16,2026-08-15,Tallink,Aliris,,7,1,C7,18,T16-11,P065,P057,T16-14,P090,P099,18,11
T16,2026-08-15,Tallink,Aliris,,7,1,C8,18,T16-08,P061,P003,T16-13,P037,P013,18,15
T16,2026-08-15,Tallink,Aliris,,8,1,C2,18,T16-01,P041,P014,T16-05,P005,P040,18,13
T16,2026-08-15,Tallink,Aliris,,8,1,C3,18,T16-02,P043,P094,T16-06,P023,P011,15,18
T16,2026-08-15,Tallink,Aliris,,8,1,C4,18,T16-03,P039,P036,T16-09,P006,P012,18,11
T16,2026-08-15,Tallink,Aliris,,8,1,C5,18,T16-04,P002,P018,T16-10,P056,P004,17,18
T16,2026-08-15,Tallink,Aliris,,8,1,C6,18,T16-07,P062,P054,T16-11,P065,P057,18,13
T16,2026-08-15,Tallink,Aliris,,8,1,C7,18,T16-08,P061,P003,T16-14,P090,P099,18,8
T16,2026-08-15,Tallink,Aliris,,8,1,C8,18,T16-12,P035,P106,T16-13,P037,P013,7,18
T16,2026-08-15,Tallink,Aliris,,9,1,C2,18,T16-01,P041,P014,T16-07,P062,P054,18,10
T16,2026-08-15,Tallink,Aliris,,9,1,C3,18,T16-02,P043,P094,T16-08,P061,P003,17,18
T16,2026-08-15,Tallink,Aliris,,9,1,C4,18,T16-03,P039,P036,T16-11,P065,P057,18,11
T16,2026-08-15,Tallink,Aliris,,9,1,C5,18,T16-04,P002,P018,T16-13,P037,P013,18,9
T16,2026-08-15,Tallink,Aliris,,9,1,C6,18,T16-05,P005,P040,T16-09,P006,P012,15,18
T16,2026-08-15,Tallink,Aliris,,9,1,C7,18,T16-06,P023,P011,T16-14,P090,P099,18,9
T16,2026-08-15,Tallink,Aliris,,9,1,C8,18,T16-10,P056,P004,T16-12,P035,P106,18,7
T16,2026-08-15,Tallink,Aliris,,10,1,C2,18,T16-01,P041,P014,T16-09,P006,P012,18,11
T16,2026-08-15,Tallink,Aliris,,10,1,C3,18,T16-02,P043,P094,T16-10,P056,P004,15,18
T16,2026-08-15,Tallink,Aliris,,10,1,C4,18,T16-03,P039,P036,T16-07,P062,P054,18,13
T16,2026-08-15,Tallink,Aliris,,10,1,C5,18,T16-04,P002,P018,T16-08,P061,P003,18,12
T16,2026-08-15,Tallink,Aliris,,10,1,C6,18,T16-06,P023,P011,T16-13,P037,P013,18,17
T16,2026-08-15,Tallink,Aliris,,10,1,C7,18,T16-05,P005,P040,T16-11,P065,P057,18,7
T16,2026-08-15,Tallink,Aliris,,10,1,C8,18,T16-12,P035,P106,T16-14,P090,P099,18,17
T16,2026-08-15,Tallink,Aliris,,11,1,C2,18,T16-01,P041,P014,T16-11,P065,P057,18,14
T16,2026-08-15,Tallink,Aliris,,11,1,C3,18,T16-02,P043,P094,T16-12,P035,P106,18,11
T16,2026-08-15,Tallink,Aliris,,11,1,C4,18,T16-03,P039,P036,T16-05,P005,P040,18,8
T16,2026-08-15,Tallink,Aliris,,11,1,C5,18,T16-04,P002,P018,T16-06,P023,P011,18,13
T16,2026-08-15,Tallink,Aliris,,11,1,C6,18,T16-07,P062,P054,T16-14,P090,P099,18,10
T16,2026-08-15,Tallink,Aliris,,11,1,C7,18,T16-08,P061,P003,T16-10,P056,P004,18,10
T16,2026-08-15,Tallink,Aliris,,11,1,C8,18,T16-09,P006,P012,T16-13,P037,P013,18,14
T17,2026-08-22,Tallink,Aliris,,1,1,C2,18,T17-03,P005,P040,T17-04,P097,P055,18,16
T17,2026-08-22,Tallink,Aliris,,1,1,C3,18,T17-07,P043,P094,T17-06,P093,P057,11,18
T17,2026-08-22,Tallink,Aliris,,1,1,C4,18,T17-05,P001,P012,T17-08,P107,P007,18,9
T17,2026-08-22,Tallink,Aliris,,1,1,C5,18,T17-09,P099,P054,T17-10,P090,P037,18,10
T17,2026-08-22,Tallink,Aliris,,1,1,C6,18,T17-01,P023,P059,T17-02,P102,P042,18,15
T17,2026-08-22,Tallink,Aliris,,2,1,C2,18,T17-03,P005,P040,T17-06,P093,P057,18,9
T17,2026-08-22,Tallink,Aliris,,2,1,C3,18,T17-05,P001,P012,T17-08,P107,P007,18,11
T17,2026-08-22,Tallink,Aliris,,2,1,C4,18,T17-07,P043,P094,T17-10,P090,P037,18,16
T17,2026-08-22,Tallink,Aliris,,2,1,C5,18,T17-09,P099,P054,T17-02,P102,P042,7,18
T17,2026-08-22,Tallink,Aliris,,2,1,C6,18,T17-01,P023,P059,T17-04,P097,P055,18,13
T17,2026-08-22,Tallink,Aliris,,3,1,C2,18,T17-03,P005,P040,T17-08,P107,P007,18,16
T17,2026-08-22,Tallink,Aliris,,3,1,C3,18,T17-05,P001,P012,T17-10,P090,P037,18,15
T17,2026-08-22,Tallink,Aliris,,3,1,C4,18,T17-07,P043,P094,T17-04,P097,P055,15,18
T17,2026-08-22,Tallink,Aliris,,3,1,C5,18,T17-09,P099,P054,T17-02,P102,P042,10,18
T17,2026-08-22,Tallink,Aliris,,3,1,C6,18,T17-01,P023,P059,T17-06,P093,P057,18,17
T17,2026-08-22,Tallink,Aliris,,4,1,C2,18,T17-03,P005,P040,T17-10,P090,P037,18,9
T17,2026-08-22,Tallink,Aliris,,4,1,C3,18,T17-05,P001,P012,T17-06,P093,P057,15,18
T17,2026-08-22,Tallink,Aliris,,4,1,C4,18,T17-07,P043,P094,T17-02,P102,P042,10,18
T17,2026-08-22,Tallink,Aliris,,4,1,C5,18,T17-09,P099,P054,T17-04,P097,P055,9,18
T17,2026-08-22,Tallink,Aliris,,4,1,C6,18,T17-01,P023,P059,T17-08,P107,P007,18,11
T17,2026-08-22,Tallink,Aliris,,5,1,C2,18,T17-03,P005,P040,T17-08,P107,P007,18,6
T17,2026-08-22,Tallink,Aliris,,5,1,C3,18,T17-05,P001,P012,T17-02,P102,P042,17,18
T17,2026-08-22,Tallink,Aliris,,5,1,C4,18,T17-07,P043,P094,T17-04,P097,P055,8,18
T17,2026-08-22,Tallink,Aliris,,5,1,C5,18,T17-09,P099,P054,T17-06,P093,P057,18,10
T17,2026-08-22,Tallink,Aliris,,5,1,C6,18,T17-01,P023,P059,T17-10,P090,P037,18,12
T17,2026-08-22,Tallink,Aliris,,6,1,C2,18,T17-03,P005,P040,T17-02,P102,P042,18,16
T17,2026-08-22,Tallink,Aliris,,6,1,C3,18,T17-05,P001,P012,T17-04,P097,P055,18,13
T17,2026-08-22,Tallink,Aliris,,6,1,C4,18,T17-07,P043,P094,T17-06,P093,P057,18,17
T17,2026-08-22,Tallink,Aliris,,6,1,C5,18,T17-09,P099,P054,T17-08,P107,P007,16,18
T17,2026-08-22,Tallink,Aliris,,6,1,C6,18,T17-01,P023,P059,T17-10,P090,P037,18,10
T17,2026-08-22,Tallink,Aliris,,7,1,C2,18,T17-01,P023,P059,T17-03,P005,P040,18,15
T17,2026-08-22,Tallink,Aliris,,7,1,C3,18,T17-05,P001,P012,T17-07,P043,P094,18,10
T17,2026-08-22,Tallink,Aliris,,7,1,C4,18,T17-06,P093,P057,T17-08,P107,P007,18,10
T17,2026-08-22,Tallink,Aliris,,7,1,C5,18,T17-09,P099,P054,T17-10,P090,P037,18,10
T17,2026-08-22,Tallink,Aliris,,7,1,C6,18,T17-02,P102,P042,T17-04,P097,P055,18,11
T17,2026-08-22,Tallink,Aliris,,8,1,C2,18,T17-01,P023,P059,T17-05,P001,P012,9,18
T17,2026-08-22,Tallink,Aliris,,8,1,C3,18,T17-03,P005,P040,T17-09,P099,P054,18,5
T17,2026-08-22,Tallink,Aliris,,8,1,C4,18,T17-04,P097,P055,T17-10,P090,P037,18,12
T17,2026-08-22,Tallink,Aliris,,8,1,C5,18,T17-07,P043,P094,T17-08,P107,P007,18,10
T17,2026-08-22,Tallink,Aliris,,8,1,C6,18,T17-02,P102,P042,T17-06,P093,P057,15,18
T17,2026-08-22,Tallink,Aliris,,9,1,C2,18,T17-01,P023,P059,T17-07,P043,P094,18,15
T17,2026-08-22,Tallink,Aliris,,9,1,C3,18,T17-03,P005,P040,T17-04,P097,P055,8,18
T17,2026-08-22,Tallink,Aliris,,9,1,C4,18,T17-05,P001,P012,T17-09,P099,P054,18,14
T17,2026-08-22,Tallink,Aliris,,9,1,C5,18,T17-06,P093,P057,T17-10,P090,P037,17,18
T17,2026-08-22,Tallink,Aliris,,9,1,C6,18,T17-02,P102,P042,T17-08,P107,P007,18,11
T17,2026-08-22,Tallink,Aliris,,10,1,C2,18,T17-01,P023,P059,T17-09,P099,P054,12,18
T17,2026-08-22,Tallink,Aliris,,10,1,C3,18,T17-02,P102,P042,T17-10,P090,P037,18,10
T17,2026-08-22,Tallink,Aliris,,10,1,C4,18,T17-04,P097,P055,T17-08,P107,P007,18,12
T17,2026-08-22,Tallink,Aliris,,10,1,C5,18,T17-05,P001,P012,T17-06,P093,P057,17,18
T17,2026-08-22,Tallink,Aliris,,10,1,C6,18,T17-03,P005,P040,T17-07,P043,P094,18,10
T17,2026-08-22,Tallink,Aliris,,11,1,C2,18,T17-04,P097,P055,T17-06,P093,P057,18,15
T17,2026-08-22,Tallink,Aliris,,11,1,C3,18,T17-01,P023,P059,T17-02,P102,P042,18,16
T17,2026-08-22,Tallink,Aliris,,11,1,C4,18,T17-07,P043,P094,T17-09,P099,P054,18,8
T17,2026-08-22,Tallink,Aliris,,11,1,C5,18,T17-08,P107,P007,T17-10,P090,P037,15,18
T17,2026-08-22,Tallink,Aliris,,11,1,C6,18,T17-03,P005,P040,T17-05,P001,P012,9,18
T18,2026-08-29,Tallink,Aliris,,1,1,C2,18,T18-01,P002,P018,T18-02,P023,P059,18,11
T18,2026-08-29,Tallink,Aliris,,1,1,C3,18,T18-03,P001,P108,T18-04,P004,P035,17,18
T18,2026-08-29,Tallink,Aliris,,1,1,C4,18,T18-05,P005,P040,T18-06,P091,P042,15,18
T18,2026-08-29,Tallink,Aliris,,1,1,C5,18,T18-07,P043,P094,T18-08,P006,P007,15,18
T18,2026-08-29,Tallink,Aliris,,1,1,C6,18,T18-09,P099,P054,T18-10,P037,P090,17,18
T18,2026-08-29,Tallink,Aliris,,1,1,C7,18,T18-11,P008,P055,T18-12,P064,P100,10,18
T18,2026-08-29,Tallink,Aliris,,2,1,C2,18,T18-01,P002,P018,T18-04,P004,P035,18,10
T18,2026-08-29,Tallink,Aliris,,2,1,C3,18,T18-03,P001,P108,T18-06,P091,P042,11,18
T18,2026-08-29,Tallink,Aliris,,2,1,C4,18,T18-05,P005,P040,T18-08,P006,P007,17,18
T18,2026-08-29,Tallink,Aliris,,2,1,C5,18,T18-07,P043,P094,T18-10,P037,P090,18,12
T18,2026-08-29,Tallink,Aliris,,2,1,C6,18,T18-09,P099,P054,T18-12,P064,P100,18,13
T18,2026-08-29,Tallink,Aliris,,2,1,C7,18,T18-11,P008,P055,T18-02,P023,P059,3,18
T18,2026-08-29,Tallink,Aliris,,3,1,C2,18,T18-01,P002,P018,T18-06,P091,P042,18,8
T18,2026-08-29,Tallink,Aliris,,3,1,C3,18,T18-03,P001,P108,T18-08,P006,P007,12,18
T18,2026-08-29,Tallink,Aliris,,3,1,C4,18,T18-05,P005,P040,T18-10,P037,P090,18,14
T18,2026-08-29,Tallink,Aliris,,3,1,C5,18,T18-07,P043,P094,T18-12,P064,P100,18,17
T18,2026-08-29,Tallink,Aliris,,3,1,C6,18,T18-09,P099,P054,T18-02,P023,P059,8,18
T18,2026-08-29,Tallink,Aliris,,3,1,C7,18,T18-11,P008,P055,T18-04,P004,P035,11,18
T18,2026-08-29,Tallink,Aliris,,4,1,C2,18,T18-01,P002,P018,T18-08,P006,P007,18,7
T18,2026-08-29,Tallink,Aliris,,4,1,C3,18,T18-03,P001,P108,T18-10,P037,P090,18,14
T18,2026-08-29,Tallink,Aliris,,4,1,C4,18,T18-05,P005,P040,T18-12,P064,P100,18,11
T18,2026-08-29,Tallink,Aliris,,4,1,C5,18,T18-07,P043,P094,T18-02,P023,P059,18,10
T18,2026-08-29,Tallink,Aliris,,4,1,C6,18,T18-09,P099,P054,T18-04,P004,P035,5,18
T18,2026-08-29,Tallink,Aliris,,4,1,C7,18,T18-11,P008,P055,T18-06,P091,P042,7,18
T18,2026-08-29,Tallink,Aliris,,5,1,C2,18,T18-01,P002,P018,T18-10,P037,P090,18,12
T18,2026-08-29,Tallink,Aliris,,5,1,C3,18,T18-03,P001,P108,T18-12,P064,P100,18,10
T18,2026-08-29,Tallink,Aliris,,5,1,C4,18,T18-05,P005,P040,T18-02,P023,P059,10,18
T18,2026-08-29,Tallink,Aliris,,5,1,C5,18,T18-07,P043,P094,T18-04,P004,P035,7,18
T18,2026-08-29,Tallink,Aliris,,5,1,C6,18,T18-09,P099,P054,T18-06,P091,P042,12,18
T18,2026-08-29,Tallink,Aliris,,5,1,C7,18,T18-11,P008,P055,T18-08,P006,P007,2,18
T18,2026-08-29,Tallink,Aliris,,6,1,C2,18,T18-01,P002,P018,T18-12,P064,P100,18,13
T18,2026-08-29,Tallink,Aliris,,6,1,C3,18,T18-03,P001,P108,T18-02,P023,P059,12,18
T18,2026-08-29,Tallink,Aliris,,6,1,C4,18,T18-05,P005,P040,T18-04,P004,P035,18,16
T18,2026-08-29,Tallink,Aliris,,6,1,C5,18,T18-07,P043,P094,T18-06,P091,P042,8,18
T18,2026-08-29,Tallink,Aliris,,6,1,C6,18,T18-09,P099,P054,T18-08,P006,P007,11,18
T18,2026-08-29,Tallink,Aliris,,6,1,C7,18,T18-11,P008,P055,T18-10,P037,P090,18,17
T18,2026-08-29,Tallink,Aliris,,7,1,C2,18,T18-01,P002,P018,T18-03,P001,P108,18,13
T18,2026-08-29,Tallink,Aliris,,7,1,C3,18,T18-02,P023,P059,T18-04,P004,P035,18,13
T18,2026-08-29,Tallink,Aliris,,7,1,C4,18,T18-05,P005,P040,T18-07,P043,P094,18,17
T18,2026-08-29,Tallink,Aliris,,7,1,C5,18,T18-06,P091,P042,T18-08,P006,P007,16,18
T18,2026-08-29,Tallink,Aliris,,7,1,C6,18,T18-09,P099,P054,T18-11,P008,P055,18,6
T18,2026-08-29,Tallink,Aliris,,7,1,C7,18,T18-10,P037,P090,T18-12,P064,P100,12,18
T18,2026-08-29,Tallink,Aliris,,8,1,C2,18,T18-01,P002,P018,T18-05,P005,P040,18,14
T18,2026-08-29,Tallink,Aliris,,8,1,C3,18,T18-02,P023,P059,T18-06,P091,P042,18,5
T18,2026-08-29,Tallink,Aliris,,8,1,C4,18,T18-03,P001,P108,T18-09,P099,P054,13,18
T18,2026-08-29,Tallink,Aliris,,8,1,C5,18,T18-04,P004,P035,T18-10,P037,P090,18,5
T18,2026-08-29,Tallink,Aliris,,8,1,C6,18,T18-07,P043,P094,T18-11,P008,P055,18,8
T18,2026-08-29,Tallink,Aliris,,8,1,C7,18,T18-08,P006,P007,T18-12,P064,P100,18,7
T18,2026-08-29,Tallink,Aliris,,9,1,C2,18,T18-01,P002,P018,T18-07,P043,P094,18,6
T18,2026-08-29,Tallink,Aliris,,9,1,C3,18,T18-02,P023,P059,T18-08,P006,P007,18,17
T18,2026-08-29,Tallink,Aliris,,9,1,C4,18,T18-03,P001,P108,T18-11,P008,P055,18,4
T18,2026-08-29,Tallink,Aliris,,9,1,C5,18,T18-04,P004,P035,T18-12,P064,P100,18,9
T18,2026-08-29,Tallink,Aliris,,9,1,C6,18,T18-05,P005,P040,T18-09,P099,P054,18,17
T18,2026-08-29,Tallink,Aliris,,9,1,C7,18,T18-06,P091,P042,T18-10,P037,P090,18,16
T18,2026-08-29,Tallink,Aliris,,10,1,C2,18,T18-01,P002,P018,T18-09,P099,P054,18,10
T18,2026-08-29,Tallink,Aliris,,10,1,C3,18,T18-02,P023,P059,T18-10,P037,P090,18,10
T18,2026-08-29,Tallink,Aliris,,10,1,C4,18,T18-03,P001,P108,T18-07,P043,P094,10,18
T18,2026-08-29,Tallink,Aliris,,10,1,C5,18,T18-04,P004,P035,T18-08,P006,P007,18,14
T18,2026-08-29,Tallink,Aliris,,10,1,C6,18,T18-05,P005,P040,T18-11,P008,P055,18,14
T18,2026-08-29,Tallink,Aliris,,10,1,C7,18,T18-06,P091,P042,T18-12,P064,P100,18,15
T18,2026-08-29,Tallink,Aliris,,11,1,C2,18,T18-01,P002,P018,T18-11,P008,P055,18,12
T18,2026-08-29,Tallink,Aliris,,11,1,C3,18,T18-02,P023,P059,T18-12,P064,P100,18,7
T18,2026-08-29,Tallink,Aliris,,11,1,C4,18,T18-03,P001,P108,T18-05,P005,P040,18,13
T18,2026-08-29,Tallink,Aliris,,11,1,C5,18,T18-04,P004,P035,T18-06,P091,P042,18,14
T18,2026-08-29,Tallink,Aliris,,11,1,C6,18,T18-07,P043,P094,T18-09,P099,P054,16,18
T18,2026-08-29,Tallink,Aliris,,11,1,C7,18,T18-08,P006,P007,T18-10,P037,P090,14,18
T19,2026-09-05,Tallink,Aliris,,1,1,C2,18,T19-01,P001,P035,T19-02,P091,P009,18,13
T19,2026-09-05,Tallink,Aliris,,1,1,C3,18,T19-03,P002,P018,T19-04,P041,P010,13,18
T19,2026-09-05,Tallink,Aliris,,1,1,C4,18,T19-05,P023,P059,T19-06,P039,P038,18,17
T19,2026-09-05,Tallink,Aliris,,1,1,C5,18,T19-07,P011,P057,T19-08,P005,P040,18,12
T19,2026-09-05,Tallink,Aliris,,1,1,C6,18,T19-09,P037,P087,T19-10,P099,P054,18,15
T19,2026-09-05,Tallink,Aliris,,1,1,C7,18,T19-11,P006,P012,T19-12,P004,P063,18,15
T19,2026-09-05,Tallink,Aliris,,1,1,C8,18,T19-13,P058,P013,T19-14,P008,P055,18,17
T19,2026-09-05,Tallink,Aliris,,2,1,C2,18,T19-01,P001,P035,T19-04,P041,P010,11,18
T19,2026-09-05,Tallink,Aliris,,2,1,C3,18,T19-03,P002,P018,T19-06,P039,P038,16,18
T19,2026-09-05,Tallink,Aliris,,2,1,C4,18,T19-05,P023,P059,T19-08,P005,P040,18,14
T19,2026-09-05,Tallink,Aliris,,2,1,C5,18,T19-07,P011,P057,T19-13,P058,P013,18,12
T19,2026-09-05,Tallink,Aliris,,2,1,C6,18,T19-09,P037,P087,T19-14,P008,P055,18,12
T19,2026-09-05,Tallink,Aliris,,2,1,C7,18,T19-11,P006,P012,T19-02,P091,P009,7,18
T19,2026-09-05,Tallink,Aliris,,2,1,C8,18,T19-12,P004,P063,T19-10,P099,P054,13,18
T19,2026-09-05,Tallink,Aliris,,3,1,C2,18,T19-01,P001,P035,T19-06,P039,P038,13,9
T19,2026-09-05,Tallink,Aliris,,3,1,C3,18,T19-03,P002,P018,T19-08,P005,P040,17,18
T19,2026-09-05,Tallink,Aliris,,3,1,C4,18,T19-05,P023,P059,T19-10,P099,P054,18,8
T19,2026-09-05,Tallink,Aliris,,3,1,C5,18,T19-07,P011,P057,T19-12,P004,P063,15,18
